id,work_year,experience_level,experience_desc,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,role_category
264,2021,MI,Mid-level,FT,Data Scientist,21600.00,EUR,25532,RS,100,DE,S,Data Analysis
265,2021,SE,Senior-level,FT,Lead Data Engineer,160000.00,USD,160000,PR,50,US,S,Automation-Focused
266,2021,MI,Mid-level,FT,Data Engineer,93150.00,USD,93150,US,0,US,M,Automation-Focused
267,2021,MI,Mid-level,FT,Data Engineer,111775.00,USD,111775,US,0,US,M,Automation-Focused
268,2021,MI,Mid-level,FT,Data Engineer,250000.00,TRY,28016,TR,100,TR,M,Automation-Focused
269,2021,EN,Entry-level,FT,Data Engineer,55000.00,EUR,65013,DE,50,DE,M,Automation-Focused
270,2021,EN,Entry-level,FT,Data Engineer,72500.00,USD,72500,US,100,US,L,Automation-Focused
271,2021,SE,Senior-level,FT,Computer Vision Engineer,102000.00,BRL,18907,BR,0,BR,M,Other
272,2021,EN,Entry-level,FT,Data Science Consultant,65000.00,EUR,76833,DE,0,DE,L,Other
273,2021,EN,Entry-level,FT,Machine Learning Engineer,85000.00,USD,85000,NL,100,DE,S,Automation-Focused
274,2021,SE,Senior-level,FT,Data Scientist,65720.00,EUR,77684,FR,50,FR,M,Data Analysis
275,2021,EN,Entry-level,FT,Data Scientist,100000.00,USD,100000,US,100,US,M,Data Analysis
276,2021,EN,Entry-level,FT,Data Scientist,58000.00,USD,58000,US,50,US,L,Data Analysis
277,2021,SE,Senior-level,FT,AI Scientist,55000.00,USD,55000,ES,100,ES,L,Other
278,2021,SE,Senior-level,FT,Data Scientist,180000.00,TRY,20171,TR,50,TR,L,Data Analysis
279,2021,EN,Entry-level,FT,Business Data Analyst,50000.00,EUR,59102,LU,100,LU,L,Data Analysis
280,2021,MI,Mid-level,FT,Data Engineer,112000.00,USD,112000,US,100,US,L,Automation-Focused
281,2021,EN,Entry-level,FT,Research Scientist,100000.00,USD,100000,JE,0,CN,L,Other
282,2021,MI,Mid-level,PT,Data Engineer,59000.00,EUR,69741,NL,100,NL,L,Automation-Focused
283,2021,SE,Senior-level,CT,Staff Data Scientist,105000.00,USD,105000,US,100,US,M,Data Analysis
284,2021,MI,Mid-level,FT,Research Scientist,69999.00,USD,69999,CZ,50,CZ,L,Other
285,2021,SE,Senior-level,FT,Data Science Manager,7000000.00,INR,94665,IN,50,IN,L,Other
286,2021,SE,Senior-level,FT,Head of Data,87000.00,EUR,102839,SI,100,SI,L,Other
287,2021,MI,Mid-level,FT,Data Scientist,109000.00,USD,109000,US,50,US,L,Data Analysis
288,2021,MI,Mid-level,FT,Machine Learning Engineer,43200.00,EUR,51064,IT,50,IT,L,Automation-Focused
289,2022,SE,Senior-level,FT,Data Engineer,135000.00,USD,135000,US,100,US,M,Automation-Focused
290,2022,SE,Senior-level,FT,Data Analyst,155000.00,USD,155000,US,100,US,M,Data Analysis
291,2022,SE,Senior-level,FT,Data Analyst,120600.00,USD,120600,US,100,US,M,Data Analysis
292,2022,MI,Mid-level,FT,Data Scientist,130000.00,USD,130000,US,0,US,M,Data Analysis
293,2022,MI,Mid-level,FT,Data Scientist,90000.00,USD,90000,US,0,US,M,Data Analysis
294,2022,MI,Mid-level,FT,Data Engineer,170000.00,USD,170000,US,100,US,M,Automation-Focused
295,2022,MI,Mid-level,FT,Data Engineer,150000.00,USD,150000,US,100,US,M,Automation-Focused
296,2022,SE,Senior-level,FT,Data Analyst,102100.00,USD,102100,US,100,US,M,Data Analysis
297,2022,SE,Senior-level,FT,Data Analyst,84900.00,USD,84900,US,100,US,M,Data Analysis
298,2022,SE,Senior-level,FT,Data Scientist,136620.00,USD,136620,US,100,US,M,Data Analysis
299,2022,SE,Senior-level,FT,Data Scientist,99360.00,USD,99360,US,100,US,M,Data Analysis
300,2022,SE,Senior-level,FT,Data Scientist,90000.00,GBP,117789,GB,0,GB,M,Data Analysis
301,2022,SE,Senior-level,FT,Data Scientist,80000.00,GBP,104702,GB,0,GB,M,Data Analysis
302,2022,SE,Senior-level,FT,Data Scientist,146000.00,USD,146000,US,100,US,M,Data Analysis
303,2022,SE,Senior-level,FT,Data Scientist,123000.00,USD,123000,US,100,US,M,Data Analysis
304,2022,EN,Entry-level,FT,Data Engineer,40000.00,GBP,52351,GB,100,GB,M,Automation-Focused
305,2022,SE,Senior-level,FT,Data Analyst,99000.00,USD,99000,US,0,US,M,Data Analysis
306,2022,SE,Senior-level,FT,Data Analyst,116000.00,USD,116000,US,0,US,M,Data Analysis
307,2022,MI,Mid-level,FT,Data Analyst,106260.00,USD,106260,US,0,US,M,Data Analysis
308,2022,MI,Mid-level,FT,Data Analyst,126500.00,USD,126500,US,0,US,M,Data Analysis
309,2022,EX,Executive-level,FT,Data Engineer,242000.00,USD,242000,US,100,US,M,Automation-Focused
310,2022,EX,Executive-level,FT,Data Engineer,200000.00,USD,200000,US,100,US,M,Automation-Focused
311,2022,MI,Mid-level,FT,Data Scientist,50000.00,GBP,65438,GB,0,GB,M,Data Analysis
312,2022,MI,Mid-level,FT,Data Scientist,30000.00,GBP,39263,GB,0,GB,M,Data Analysis
313,2022,MI,Mid-level,FT,Data Engineer,60000.00,GBP,78526,GB,0,GB,M,Automation-Focused
314,2022,MI,Mid-level,FT,Data Engineer,40000.00,GBP,52351,GB,0,GB,M,Automation-Focused
315,2022,SE,Senior-level,FT,Data Scientist,165220.00,USD,165220,US,100,US,M,Data Analysis
316,2022,EN,Entry-level,FT,Data Engineer,35000.00,GBP,45807,GB,100,GB,M,Automation-Focused
317,2022,SE,Senior-level,FT,Data Scientist,120160.00,USD,120160,US,100,US,M,Data Analysis
318,2022,SE,Senior-level,FT,Data Analyst,90320.00,USD,90320,US,100,US,M,Data Analysis
319,2022,SE,Senior-level,FT,Data Engineer,181940.00,USD,181940,US,0,US,M,Automation-Focused
320,2022,SE,Senior-level,FT,Data Engineer,132320.00,USD,132320,US,0,US,M,Automation-Focused
321,2022,SE,Senior-level,FT,Data Engineer,220110.00,USD,220110,US,0,US,M,Automation-Focused
322,2022,SE,Senior-level,FT,Data Engineer,160080.00,USD,160080,US,0,US,M,Automation-Focused
323,2022,SE,Senior-level,FT,Data Scientist,180000.00,USD,180000,US,0,US,L,Data Analysis
324,2022,SE,Senior-level,FT,Data Scientist,120000.00,USD,120000,US,0,US,L,Data Analysis
325,2022,SE,Senior-level,FT,Data Analyst,124190.00,USD,124190,US,100,US,M,Data Analysis
326,2022,EX,Executive-level,FT,Data Analyst,130000.00,USD,130000,US,100,US,M,Data Analysis
327,2022,EX,Executive-level,FT,Data Analyst,110000.00,USD,110000,US,100,US,M,Data Analysis
328,2022,SE,Senior-level,FT,Data Analyst,170000.00,USD,170000,US,100,US,M,Data Analysis
329,2022,MI,Mid-level,FT,Data Analyst,115500.00,USD,115500,US,100,US,M,Data Analysis
330,2022,SE,Senior-level,FT,Data Analyst,112900.00,USD,112900,US,100,US,M,Data Analysis
331,2022,SE,Senior-level,FT,Data Analyst,90320.00,USD,90320,US,100,US,M,Data Analysis
332,2022,SE,Senior-level,FT,Data Analyst,112900.00,USD,112900,US,100,US,M,Data Analysis
333,2022,SE,Senior-level,FT,Data Analyst,90320.00,USD,90320,US,100,US,M,Data Analysis
334,2022,SE,Senior-level,FT,Data Engineer,165400.00,USD,165400,US,100,US,M,Automation-Focused
335,2022,SE,Senior-level,FT,Data Engineer,132320.00,USD,132320,US,100,US,M,Automation-Focused
336,2022,MI,Mid-level,FT,Data Analyst,167000.00,USD,167000,US,100,US,M,Data Analysis
337,2022,SE,Senior-level,FT,Data Engineer,243900.00,USD,243900,US,100,US,M,Automation-Focused
338,2022,SE,Senior-level,FT,Data Analyst,136600.00,USD,136600,US,100,US,M,Data Analysis
339,2022,SE,Senior-level,FT,Data Analyst,109280.00,USD,109280,US,100,US,M,Data Analysis
340,2022,SE,Senior-level,FT,Data Engineer,128875.00,USD,128875,US,100,US,M,Automation-Focused
341,2022,SE,Senior-level,FT,Data Engineer,93700.00,USD,93700,US,100,US,M,Automation-Focused
342,2022,EX,Executive-level,FT,Head of Data Science,224000.00,USD,224000,US,100,US,M,Other
343,2022,EX,Executive-level,FT,Head of Data Science,167875.00,USD,167875,US,100,US,M,Other
344,2022,EX,Executive-level,FT,Analytics Engineer,175000.00,USD,175000,US,100,US,M,Other
345,2022,SE,Senior-level,FT,Data Engineer,156600.00,USD,156600,US,100,US,M,Automation-Focused
346,2022,SE,Senior-level,FT,Data Engineer,108800.00,USD,108800,US,0,US,M,Automation-Focused
347,2022,SE,Senior-level,FT,Data Scientist,95550.00,USD,95550,US,0,US,M,Data Analysis
348,2022,SE,Senior-level,FT,Data Engineer,113000.00,USD,113000,US,0,US,L,Automation-Focused
349,2022,SE,Senior-level,FT,Data Analyst,135000.00,USD,135000,US,100,US,M,Data Analysis
350,2022,SE,Senior-level,FT,Data Science Manager,161342.00,USD,161342,US,100,US,M,Other
351,2022,SE,Senior-level,FT,Data Science Manager,137141.00,USD,137141,US,100,US,M,Other
352,2022,SE,Senior-level,FT,Data Scientist,167000.00,USD,167000,US,100,US,M,Data Analysis
353,2022,SE,Senior-level,FT,Data Scientist,123000.00,USD,123000,US,100,US,M,Data Analysis
354,2022,SE,Senior-level,FT,Data Engineer,60000.00,GBP,78526,GB,0,GB,M,Automation-Focused
355,2022,SE,Senior-level,FT,Data Engineer,50000.00,GBP,65438,GB,0,GB,M,Automation-Focused
356,2022,SE,Senior-level,FT,Data Scientist,150000.00,USD,150000,US,0,US,M,Data Analysis
357,2022,SE,Senior-level,FT,Data Scientist,211500.00,USD,211500,US,100,US,M,Data Analysis
358,2022,SE,Senior-level,FT,Data Architect,192400.00,USD,192400,CA,100,CA,M,Other
359,2022,SE,Senior-level,FT,Data Architect,90700.00,USD,90700,CA,100,CA,M,Other
360,2022,SE,Senior-level,FT,Data Analyst,130000.00,USD,130000,CA,100,CA,M,Data Analysis
361,2022,SE,Senior-level,FT,Data Analyst,61300.00,USD,61300,CA,100,CA,M,Data Analysis
362,2022,SE,Senior-level,FT,Data Analyst,130000.00,USD,130000,CA,100,CA,M,Data Analysis
363,2022,SE,Senior-level,FT,Data Analyst,61300.00,USD,61300,CA,100,CA,M,Data Analysis
364,2022,SE,Senior-level,FT,Data Engineer,160000.00,USD,160000,US,0,US,L,Automation-Focused
365,2022,SE,Senior-level,FT,Data Scientist,138600.00,USD,138600,US,100,US,M,Data Analysis
366,2022,SE,Senior-level,FT,Data Engineer,136000.00,USD,136000,US,0,US,M,Automation-Focused
367,2022,MI,Mid-level,FT,Data Analyst,58000.00,USD,58000,US,0,US,S,Data Analysis
368,2022,EX,Executive-level,FT,Analytics Engineer,135000.00,USD,135000,US,100,US,M,Other
369,2022,SE,Senior-level,FT,Data Scientist,170000.00,USD,170000,US,100,US,M,Data Analysis
370,2022,SE,Senior-level,FT,Data Scientist,123000.00,USD,123000,US,100,US,M,Data Analysis
371,2022,SE,Senior-level,FT,Machine Learning Engineer,189650.00,USD,189650,US,0,US,M,Automation-Focused
372,2022,SE,Senior-level,FT,Machine Learning Engineer,164996.00,USD,164996,US,0,US,M,Automation-Focused
373,2022,MI,Mid-level,FT,ETL Developer,50000.00,EUR,54957,GR,0,GR,M,Other
374,2022,MI,Mid-level,FT,ETL Developer,50000.00,EUR,54957,GR,0,GR,M,Other
375,2022,EX,Executive-level,FT,Lead Data Engineer,150000.00,CAD,118187,CA,100,CA,S,Automation-Focused
376,2022,SE,Senior-level,FT,Data Analyst,132000.00,USD,132000,US,0,US,M,Data Analysis
377,2022,SE,Senior-level,FT,Data Engineer,165400.00,USD,165400,US,100,US,M,Automation-Focused
378,2022,SE,Senior-level,FT,Data Architect,208775.00,USD,208775,US,100,US,M,Other
379,2022,SE,Senior-level,FT,Data Architect,147800.00,USD,147800,US,100,US,M,Other
380,2022,SE,Senior-level,FT,Data Engineer,136994.00,USD,136994,US,100,US,M,Automation-Focused
381,2022,SE,Senior-level,FT,Data Engineer,101570.00,USD,101570,US,100,US,M,Automation-Focused
382,2022,SE,Senior-level,FT,Data Analyst,128875.00,USD,128875,US,100,US,M,Data Analysis
383,2022,SE,Senior-level,FT,Data Analyst,93700.00,USD,93700,US,100,US,M,Data Analysis
384,2022,EX,Executive-level,FT,Head of Machine Learning,6000000.00,INR,79039,IN,50,IN,L,Other
385,2022,SE,Senior-level,FT,Data Engineer,132320.00,USD,132320,US,100,US,M,Automation-Focused
386,2022,EN,Entry-level,FT,Machine Learning Engineer,28500.00,GBP,37300,GB,100,GB,L,Automation-Focused
387,2022,SE,Senior-level,FT,Data Analyst,164000.00,USD,164000,US,0,US,M,Data Analysis
388,2022,SE,Senior-level,FT,Data Engineer,155000.00,USD,155000,US,100,US,M,Automation-Focused
389,2022,MI,Mid-level,FT,Machine Learning Engineer,95000.00,GBP,124333,GB,0,GB,M,Automation-Focused
390,2022,MI,Mid-level,FT,Machine Learning Engineer,75000.00,GBP,98158,GB,0,GB,M,Automation-Focused
391,2022,MI,Mid-level,FT,AI Scientist,120000.00,USD,120000,US,0,US,M,Other
392,2022,SE,Senior-level,FT,Data Analyst,112900.00,USD,112900,US,100,US,M,Data Analysis
393,2022,SE,Senior-level,FT,Data Analyst,90320.00,USD,90320,US,100,US,M,Data Analysis
394,2022,SE,Senior-level,FT,Data Analytics Manager,145000.00,USD,145000,US,100,US,M,Other
395,2022,SE,Senior-level,FT,Data Analytics Manager,105400.00,USD,105400,US,100,US,M,Other
396,2022,MI,Mid-level,FT,Machine Learning Engineer,80000.00,EUR,87932,FR,100,DE,M,Automation-Focused
397,2022,MI,Mid-level,FT,Data Engineer,90000.00,GBP,117789,GB,0,GB,M,Automation-Focused
398,2022,SE,Senior-level,FT,Data Scientist,215300.00,USD,215300,US,100,US,L,Data Analysis
399,2022,SE,Senior-level,FT,Data Scientist,158200.00,USD,158200,US,100,US,L,Data Analysis
400,2022,SE,Senior-level,FT,Data Engineer,209100.00,USD,209100,US,100,US,L,Automation-Focused
401,2022,SE,Senior-level,FT,Data Engineer,154600.00,USD,154600,US,100,US,L,Automation-Focused
402,2022,SE,Senior-level,FT,Data Analyst,115934.00,USD,115934,US,0,US,M,Data Analysis
403,2022,SE,Senior-level,FT,Data Analyst,81666.00,USD,81666,US,0,US,M,Data Analysis
404,2022,SE,Senior-level,FT,Data Engineer,175000.00,USD,175000,US,100,US,M,Automation-Focused
405,2022,MI,Mid-level,FT,Data Engineer,75000.00,GBP,98158,GB,0,GB,M,Automation-Focused
406,2022,MI,Mid-level,FT,Data Analyst,58000.00,USD,58000,US,0,US,S,Data Analysis
407,2022,SE,Senior-level,FT,Data Engineer,183600.00,USD,183600,US,100,US,L,Automation-Focused
408,2022,MI,Mid-level,FT,Data Analyst,40000.00,GBP,52351,GB,100,GB,M,Data Analysis
409,2022,SE,Senior-level,FT,Data Scientist,180000.00,USD,180000,US,100,US,M,Data Analysis
410,2022,MI,Mid-level,FT,Data Scientist,55000.00,GBP,71982,GB,0,GB,M,Data Analysis
411,2022,MI,Mid-level,FT,Data Scientist,35000.00,GBP,45807,GB,0,GB,M,Data Analysis
412,2022,MI,Mid-level,FT,Data Engineer,60000.00,EUR,65949,GR,100,GR,M,Automation-Focused
413,2022,MI,Mid-level,FT,Data Engineer,45000.00,EUR,49461,GR,100,GR,M,Automation-Focused
414,2022,MI,Mid-level,FT,Data Engineer,60000.00,GBP,78526,GB,100,GB,M,Automation-Focused
415,2022,MI,Mid-level,FT,Data Engineer,45000.00,GBP,58894,GB,100,GB,M,Automation-Focused
416,2022,SE,Senior-level,FT,Data Scientist,260000.00,USD,260000,US,100,US,M,Data Analysis
417,2022,SE,Senior-level,FT,Data Science Engineer,60000.00,USD,60000,AR,100,MX,L,Other
418,2022,MI,Mid-level,FT,Data Engineer,63900.00,USD,63900,US,0,US,M,Automation-Focused
419,2022,MI,Mid-level,FT,Machine Learning Scientist,160000.00,USD,160000,US,100,US,L,Other
420,2022,MI,Mid-level,FT,Machine Learning Scientist,112300.00,USD,112300,US,100,US,L,Other
421,2022,MI,Mid-level,FT,Data Science Manager,241000.00,USD,241000,US,100,US,M,Other
422,2022,MI,Mid-level,FT,Data Science Manager,159000.00,USD,159000,US,100,US,M,Other
423,2022,SE,Senior-level,FT,Data Scientist,180000.00,USD,180000,US,0,US,M,Data Analysis
424,2022,SE,Senior-level,FT,Data Scientist,80000.00,USD,80000,US,0,US,M,Data Analysis
425,2022,MI,Mid-level,FT,Data Engineer,82900.00,USD,82900,US,0,US,M,Automation-Focused
426,2022,SE,Senior-level,FT,Data Engineer,100800.00,USD,100800,US,100,US,L,Automation-Focused
427,2022,MI,Mid-level,FT,Data Engineer,45000.00,EUR,49461,ES,100,ES,M,Automation-Focused
428,2022,SE,Senior-level,FT,Data Scientist,140400.00,USD,140400,US,0,US,L,Data Analysis
429,2022,MI,Mid-level,FT,Data Analyst,30000.00,GBP,39263,GB,100,GB,M,Data Analysis
430,2022,MI,Mid-level,FT,Data Analyst,40000.00,EUR,43966,ES,100,ES,M,Data Analysis
431,2022,MI,Mid-level,FT,Data Analyst,30000.00,EUR,32974,ES,100,ES,M,Data Analysis
432,2022,MI,Mid-level,FT,Data Engineer,80000.00,EUR,87932,ES,100,ES,M,Automation-Focused
433,2022,MI,Mid-level,FT,Data Engineer,70000.00,EUR,76940,ES,100,ES,M,Automation-Focused
434,2022,MI,Mid-level,FT,Data Engineer,80000.00,GBP,104702,GB,100,GB,M,Automation-Focused
435,2022,MI,Mid-level,FT,Data Engineer,70000.00,GBP,91614,GB,100,GB,M,Automation-Focused
436,2022,MI,Mid-level,FT,Data Engineer,60000.00,EUR,65949,ES,100,ES,M,Automation-Focused
437,2022,MI,Mid-level,FT,Data Engineer,80000.00,EUR,87932,GR,100,GR,M,Automation-Focused
438,2022,SE,Senior-level,FT,Machine Learning Engineer,189650.00,USD,189650,US,0,US,M,Automation-Focused
439,2022,SE,Senior-level,FT,Machine Learning Engineer,164996.00,USD,164996,US,0,US,M,Automation-Focused
440,2022,MI,Mid-level,FT,Data Analyst,40000.00,EUR,43966,GR,100,GR,M,Data Analysis
441,2022,MI,Mid-level,FT,Data Analyst,30000.00,EUR,32974,GR,100,GR,M,Data Analysis
442,2022,MI,Mid-level,FT,Data Engineer,75000.00,GBP,98158,GB,100,GB,M,Automation-Focused
443,2022,MI,Mid-level,FT,Data Engineer,60000.00,GBP,78526,GB,100,GB,M,Automation-Focused
444,2022,SE,Senior-level,FT,Data Scientist,215300.00,USD,215300,US,0,US,L,Data Analysis
445,2022,MI,Mid-level,FT,Data Engineer,70000.00,EUR,76940,GR,100,GR,M,Automation-Focused
446,2022,SE,Senior-level,FT,Data Engineer,209100.00,USD,209100,US,100,US,L,Automation-Focused
447,2022,SE,Senior-level,FT,Data Engineer,154600.00,USD,154600,US,100,US,L,Automation-Focused
448,2022,SE,Senior-level,FT,Data Engineer,180000.00,USD,180000,US,100,US,M,Automation-Focused
449,2022,EN,Entry-level,FT,ML Engineer,20000.00,EUR,21983,PT,100,PT,L,Automation-Focused
450,2022,SE,Senior-level,FT,Data Engineer,80000.00,USD,80000,US,100,US,M,Automation-Focused
451,2022,MI,Mid-level,FT,Machine Learning Developer,100000.00,CAD,78791,CA,100,CA,M,Other
452,2022,EX,Executive-level,FT,Director of Data Science,250000.00,CAD,196979,CA,50,CA,L,Other
453,2022,MI,Mid-level,FT,Machine Learning Engineer,120000.00,USD,120000,US,100,US,S,Automation-Focused
454,2022,EN,Entry-level,FT,Computer Vision Engineer,125000.00,USD,125000,US,0,US,M,Other
455,2022,MI,Mid-level,FT,NLP Engineer,240000.00,CNY,37236,US,50,US,L,Other
456,2022,SE,Senior-level,FT,Data Engineer,105000.00,USD,105000,US,100,US,M,Automation-Focused
457,2022,SE,Senior-level,FT,Lead Machine Learning Engineer,80000.00,EUR,87932,DE,0,DE,M,Automation-Focused
458,2022,MI,Mid-level,FT,Business Data Analyst,1400000.00,INR,18442,IN,100,IN,M,Data Analysis
459,2022,MI,Mid-level,FT,Data Scientist,2400000.00,INR,31615,IN,100,IN,L,Data Analysis
460,2022,MI,Mid-level,FT,Machine Learning Infrastructure Engineer,53000.00,EUR,58255,PT,50,PT,L,Other
461,2022,EN,Entry-level,FT,Financial Data Analyst,100000.00,USD,100000,US,50,US,L,Data Analysis
462,2022,MI,Mid-level,PT,Data Engineer,50000.00,EUR,54957,DE,50,DE,L,Automation-Focused
463,2022,EN,Entry-level,FT,Data Scientist,1400000.00,INR,18442,IN,100,IN,M,Data Analysis
464,2022,SE,Senior-level,FT,Principal Data Scientist,148000.00,EUR,162674,DE,100,DE,M,Data Analysis
465,2022,EN,Entry-level,FT,Data Engineer,120000.00,USD,120000,US,100,US,M,Automation-Focused
466,2022,SE,Senior-level,FT,Research Scientist,144000.00,USD,144000,US,50,US,L,Other
467,2022,SE,Senior-level,FT,Data Scientist,104890.00,USD,104890,US,100,US,M,Data Analysis
468,2022,SE,Senior-level,FT,Data Engineer,100000.00,USD,100000,US,100,US,M,Automation-Focused
469,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
470,2022,MI,Mid-level,FT,Data Analyst,135000.00,USD,135000,US,100,US,M,Data Analysis
471,2022,MI,Mid-level,FT,Data Analyst,50000.00,USD,50000,US,100,US,M,Data Analysis
472,2022,SE,Senior-level,FT,Data Scientist,220000.00,USD,220000,US,100,US,M,Data Analysis
473,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
474,2022,MI,Mid-level,FT,Data Scientist,140000.00,GBP,183228,GB,0,GB,M,Data Analysis
475,2022,MI,Mid-level,FT,Data Scientist,70000.00,GBP,91614,GB,0,GB,M,Data Analysis
476,2022,SE,Senior-level,FT,Data Scientist,185100.00,USD,185100,US,100,US,M,Data Analysis
477,2022,SE,Senior-level,FT,Machine Learning Engineer,220000.00,USD,220000,US,100,US,M,Automation-Focused
478,2022,MI,Mid-level,FT,Data Scientist,200000.00,USD,200000,US,100,US,M,Data Analysis
479,2022,MI,Mid-level,FT,Data Scientist,120000.00,USD,120000,US,100,US,M,Data Analysis
480,2022,SE,Senior-level,FT,Machine Learning Engineer,120000.00,USD,120000,AE,100,AE,S,Automation-Focused
481,2022,SE,Senior-level,FT,Machine Learning Engineer,65000.00,USD,65000,AE,100,AE,S,Automation-Focused
482,2022,EX,Executive-level,FT,Data Engineer,324000.00,USD,324000,US,100,US,M,Automation-Focused
483,2022,EX,Executive-level,FT,Data Engineer,216000.00,USD,216000,US,100,US,M,Automation-Focused
484,2022,SE,Senior-level,FT,Data Engineer,210000.00,USD,210000,US,100,US,M,Automation-Focused
485,2022,SE,Senior-level,FT,Machine Learning Engineer,120000.00,USD,120000,US,100,US,M,Automation-Focused
486,2022,SE,Senior-level,FT,Data Scientist,230000.00,USD,230000,US,100,US,M,Data Analysis
487,2022,EN,Entry-level,PT,Data Scientist,100000.00,USD,100000,DZ,50,DZ,M,Data Analysis
488,2022,MI,Mid-level,FL,Data Scientist,100000.00,USD,100000,CA,100,US,M,Data Analysis
489,2022,EN,Entry-level,CT,Applied Machine Learning Scientist,29000.00,EUR,31875,TN,100,CZ,M,Other
490,2022,SE,Senior-level,FT,Head of Data,200000.00,USD,200000,MY,100,US,M,Other
491,2022,MI,Mid-level,FT,Principal Data Analyst,75000.00,USD,75000,CA,100,CA,S,Data Analysis
492,2022,MI,Mid-level,FT,Data Scientist,150000.00,PLN,35590,PL,100,PL,L,Data Analysis
493,2022,SE,Senior-level,FT,Machine Learning Developer,100000.00,CAD,78791,CA,100,CA,M,Other
494,2022,SE,Senior-level,FT,Data Scientist,100000.00,USD,100000,BR,100,US,M,Data Analysis
495,2022,MI,Mid-level,FT,Machine Learning Scientist,153000.00,USD,153000,US,50,US,M,Other
496,2022,EN,Entry-level,FT,Data Engineer,52800.00,EUR,58035,PK,100,DE,M,Automation-Focused
497,2022,SE,Senior-level,FT,Data Scientist,165000.00,USD,165000,US,100,US,M,Data Analysis
498,2022,SE,Senior-level,FT,Research Scientist,85000.00,EUR,93427,FR,50,FR,L,Other
499,2022,EN,Entry-level,FT,Data Scientist,66500.00,CAD,52396,CA,100,CA,L,Data Analysis
500,2022,SE,Senior-level,FT,Machine Learning Engineer,57000.00,EUR,62651,NL,100,NL,L,Automation-Focused
501,2022,MI,Mid-level,FT,Head of Data,30000.00,EUR,32974,EE,100,EE,S,Other
502,2022,EN,Entry-level,FT,Data Scientist,40000.00,USD,40000,JP,100,MY,L,Data Analysis
503,2022,MI,Mid-level,FT,Machine Learning Engineer,121000.00,AUD,87425,AU,100,AU,L,Automation-Focused
504,2022,SE,Senior-level,FT,Data Engineer,115000.00,USD,115000,US,100,US,M,Automation-Focused
505,2022,EN,Entry-level,FT,Data Scientist,120000.00,AUD,86703,AU,50,AU,M,Data Analysis
506,2022,MI,Mid-level,FT,Applied Machine Learning Scientist,75000.00,USD,75000,BO,100,US,L,Other
507,2022,MI,Mid-level,FT,Research Scientist,59000.00,EUR,64849,AT,0,AT,L,Other
508,2022,EN,Entry-level,FT,Research Scientist,120000.00,USD,120000,US,100,US,L,Other
509,2022,MI,Mid-level,FT,Applied Data Scientist,157000.00,USD,157000,US,100,US,L,Data Analysis
510,2022,EN,Entry-level,FT,Computer Vision Software Engineer,150000.00,USD,150000,AU,100,AU,S,Other
511,2022,MI,Mid-level,FT,Business Data Analyst,90000.00,CAD,70912,CA,50,CA,L,Data Analysis
512,2022,EN,Entry-level,FT,Data Engineer,65000.00,USD,65000,US,100,US,S,Automation-Focused
513,2022,SE,Senior-level,FT,Machine Learning Engineer,65000.00,EUR,71444,IE,100,IE,S,Automation-Focused
514,2022,EN,Entry-level,FT,Data Analytics Engineer,20000.00,USD,20000,PK,0,PK,M,Other
515,2022,MI,Mid-level,FT,Data Scientist,48000.00,USD,48000,RU,100,US,S,Data Analysis
516,2022,SE,Senior-level,FT,Data Science Manager,152500.00,USD,152500,US,100,US,M,Other
517,2022,MI,Mid-level,FT,Data Engineer,62000.00,EUR,68147,FR,100,FR,M,Automation-Focused
518,2022,MI,Mid-level,FT,Data Scientist,115000.00,CHF,122346,CH,0,CH,L,Data Analysis
519,2022,SE,Senior-level,FT,Applied Data Scientist,380000.00,USD,380000,US,100,US,L,Data Analysis
520,2022,MI,Mid-level,FT,Data Scientist,88000.00,CAD,69336,CA,100,CA,M,Data Analysis
521,2022,EN,Entry-level,FT,Computer Vision Engineer,10000.00,USD,10000,PT,100,LU,M,Other
522,2022,MI,Mid-level,FT,Data Analyst,20000.00,USD,20000,GR,100,GR,S,Data Analysis
523,2022,SE,Senior-level,FT,Data Analytics Lead,405000.00,USD,405000,US,100,US,L,Other
524,2022,MI,Mid-level,FT,Data Scientist,135000.00,USD,135000,US,100,US,L,Data Analysis
525,2022,SE,Senior-level,FT,Applied Data Scientist,177000.00,USD,177000,US,100,US,L,Data Analysis
526,2022,MI,Mid-level,FT,Data Scientist,78000.00,USD,78000,US,100,US,M,Data Analysis
527,2022,SE,Senior-level,FT,Data Analyst,135000.00,USD,135000,US,100,US,M,Data Analysis
528,2022,SE,Senior-level,FT,Data Analyst,100000.00,USD,100000,US,100,US,M,Data Analysis
529,2022,SE,Senior-level,FT,Data Analyst,90320.00,USD,90320,US,100,US,M,Data Analysis
530,2022,MI,Mid-level,FT,Data Analyst,85000.00,USD,85000,CA,0,CA,M,Data Analysis
531,2022,MI,Mid-level,FT,Data Analyst,75000.00,USD,75000,CA,0,CA,M,Data Analysis
532,2022,SE,Senior-level,FT,Machine Learning Engineer,214000.00,USD,214000,US,100,US,M,Automation-Focused
533,2022,SE,Senior-level,FT,Machine Learning Engineer,192600.00,USD,192600,US,100,US,M,Automation-Focused
